groupid,game,crc,grade,notes
1875,4,0xB3E380C5,0,RGB1
1875,4,0xBF5D2A3A,0,RGB1
1875,4,0xD1BED4C1,0,RGB1
1875,5,0xEA772109,0,RGB1
1875,6,0x04B60B65,0,RGB1
1873,4,0x5D6A1711,2,RGBA
1877,4,0x6AD1ECC9,0,RGBA
1877,6,0x5334E345,0,RGBA
1877,1,0x6FDC818C,0,RGB1
1878,4,0x6FEAE767,0,RGB1
1878,1,0x9DB8EFCC,1,RGB1
1878,5,0x2A132215,0,RGB1
14234,5,0x4356972B,0,RGBA
14234,5,0xF328F1F4,0,RGB1
14234,2,0x15F385D6,0,RGB1
14235,5,0xC5E9B068,0,RGB1
14236,5,0x9B360C5F,1,RGB1
14236,2,0xB6BF22D0,0,RGB1
14237,6,0xC240130A,1,RGBA
14237,3,0xF4816F2A,0,RGB1
14238,5,0x694AB9EB,1,RGBA
14238,2,0x3FE87A2D,0,RGB1
14239,6,0xFBE5ECA0,1,RGB1
14239,3,0x2AB5F3FC,0,RGB1
14240,5,0x0D900790,1,RGBA
14240,2,0xB094232C,0,RGB1
14241,6,0x4A91E63F,1,RGB1
14241,3,0xE1CAB597,0,RGB1
14242,6,0x30903234,0,RGB1
14242,3,0x83D51A55,0,RGB1
14243,5,0x4E19BB9D,1,RGB1
14243,2,0x29C29CF3,0,RGB1
14244,5,0x3EE8AC8B,1,RGBA
14244,2,0xBDAAA0B3,0,RGB1
14245,5,0x82F41A5D,1,RGB1
14245,2,0x0781D505,0,RGB1
6991,3,0xCA56ABC9,0,RGB1
14246,5,0xC789459A,1,RGBA
14246,2,0x5303FABE,0,RGB1
14247,5,0x51061751,1,RGB1
14247,2,0x2A753EE4,0,RGB1
14248,5,0x3104C30E,1,RGB1
14248,2,0xB79E4976,0,RGB1
14249,6,0x70494403,0,RGB1
14249,3,0xC05CD6A2,0,RGB1
14250,6,0xF686A172,0,RGB1
14250,3,0xF1E5554E,0,RGB1
14251,6,0x5B5CAC86,0,RGB1
14251,3,0x36893C1A,0,RGB1
14252,4,0x17BD9E21,0,RGB1
14252,4,0x5D31C0C8,0,RGB1
14252,1,0xE7B4C5CB,0,RGB1
14252,1,0xED39C9E5,0,RGB1
1879,5,0x78F65B52,0,RGB1
14253,6,0x4305AF86,0,RGB1
14253,3,0x012955D9,0,RGB1
14254,6,0x24754645,0,RGB1
14254,3,0x7C6215F4,0,RGB1
14255,6,0x0C41C243,0,RGB1
14255,3,0xB5A37320,0,RGB1
14256,6,0x926E3E06,0,RGB1
14256,3,0xE1A57133,0,RGB1
14257,6,0x0A8CDA04,0,RGB1
14257,3,0x5F349DA2,0,RGB1
14258,6,0x768479FD,0,RGB1
14258,3,0xB4F4757E,0,RGB1
14259,6,0x15629127,0,RGB1
14259,3,0x880EBA99,0,RGB1
14260,6,0x47168E3E,0,RGB1
14260,3,0x95D3DF5B,0,RGB1
14261,6,0xF07D7AAB,0,RGB1
14261,3,0xFF43CE3A,0,RGB1
14262,6,0xF2B4E8F1,0,RGB1
14262,3,0xB326A0BD,0,RGB1
14263,6,0x87BDCC51,0,RGB1
14263,3,0x23CAF390,0,RGB1
14264,6,0x692DD227,0,RGB1
14264,3,0x9D253E84,0,RGB1
3656,3,0x51C045AB,1,RGB1
14265,6,0x0216C3D1,0,RGB1
14265,3,0x6889C6E4,0,RGB1
14266,6,0x4BB55D7D,0,RGB1
14266,3,0x6750C37D,0,RGB1
14267,6,0x596AD7D0,0,RGB1
14267,3,0xCBFFE916,0,RGB1
14268,6,0xF786EAEE,0,RGB1
14268,3,0xFF22291D,0,RGB1
14269,6,0x173BE429,0,RGB1
14269,3,0x8B7525F4,0,RGB1
14270,6,0xD3786DA4,0,RGB1
14270,3,0xC50A67FE,0,RGB1
14271,6,0x0B79C139,0,RGBA
14271,3,0xCA691AAA,0,RGB1
14272,6,0x08A7BCA1,0,RGB1
14272,3,0xB365EA17,0,RGB1
14273,6,0x03F2002A,1,RGB1
14273,3,0x50FB180F,0,RGB1
14274,6,0x505FEB5D,0,RGB1
14274,3,0x9A2AB8DB,0,RGB1
14275,6,0x7A2CB910,1,RGB1
14275,3,0xCA8B9FE5,0,RGB1
14276,6,0xEEF9A362,0,RGB1
14276,3,0x0644B232,0,RGB1
14277,6,0x02CC1C9E,0,RGB1
14277,3,0x49C8C815,0,RGB1
14278,6,0x1DAA2DFC,1,RGB1
14278,3,0xD3E447A6,0,RGB1
8775,5,0xF40A7D29,0,RGB1
8776,5,0xE467686B,2,RGB1
14279,6,0x98083CF2,0,RGB1
14279,3,0x399A3238,0,RGB1
14280,6,0xB817DC35,0,RGB1
14280,3,0x3CF4C9AB,0,RGB1
1880,4,0x36B070D4,1,RGBA
1880,5,0x13E48B96,2,RGBA
1881,4,0x95D4A271,1,RGBA
1881,5,0x960FB0A5,1,RGBA
1882,4,0x73144C6A,1,RGBA
1882,5,0x15475725,2,RGB1
1883,4,0x75A417C1,1,RGBA
1883,5,0xEC28CD49,2,RGBA
1884,4,0x808C7E5F,1,RGBA
1884,5,0x5387126E,1,RGBA
14281,6,0x4C02B5D9,1,RGBA
14281,3,0xEEC3E077,0,RGB1
14282,6,0xF6BC1078,0,RGB1
14282,3,0xFA2EE18B,0,RGB1
14283,6,0xE4E452F8,1,RGB1
14283,3,0xE0F55C4A,0,RGB1
14284,5,0x06E6479C,1,RGBA
14284,6,0x572F2641,1,RGBA
14284,3,0x25254CE3,0,RGB1
1885,5,0xCD5FEFF9,0,RGB1
1885,6,0x23D397FC,0,RGB1
14285,5,0x09274838,1,RGBA
14285,5,0x7BDAAE8A,2,RGBA
14285,2,0x40584CBC,0,RGB1
14286,5,0x7C1ABA3B,1,RGBA
14286,5,0x8E1F19D5,2,RGBA
14286,2,0xB383D4B6,0,RGB1
14287,5,0x174E69AE,1,RGBA
14287,5,0x7DC94E7C,2,RGBA
14287,2,0x039F6F16,0,RGB1
14288,5,0xAA8AF485,1,RGBA
14288,5,0xCB0A95D9,2,RGBA
14288,2,0x725A3C98,0,RGB1
14289,5,0x4431392C,1,RGBA
14289,5,0x794A1C4D,2,RGBA
14289,2,0x84DF1E27,0,RGB1
14290,5,0x4AB4608D,1,RGBA
14290,5,0xB8856780,2,RGBA
14290,2,0x125E0152,0,RGB1
14291,5,0x59B4D2E3,1,RGBA
14291,5,0xCA6CAAC1,2,RGBA
14291,2,0x09ECC20D,0,RGB1
14292,5,0xD92E42FA,1,RGBA
14292,5,0xF594D535,2,RGBA
14292,2,0x6986557F,0,RGB1
14293,5,0x12153232,1,RGBA
14293,5,0x50B6DCDA,2,RGBA
14293,2,0x169C5D31,0,RGB1
14294,5,0xBB7FAFFC,1,RGBA
14294,5,0xFC6101AB,2,RGBA
14294,2,0x22C05F2E,0,RGB1
14295,5,0xC00F3FF6,1,RGBA
14295,5,0xF216B946,2,RGBA
14295,2,0xB6DC8D88,0,RGB1
14296,5,0x93BDCE22,1,RGBA
14296,5,0xD2E16F39,2,RGBA
14296,2,0x707ED68A,0,RGB1
14297,5,0xEB4F8B81,1,RGBA
14297,5,0xF57BEAC0,2,RGBA
14297,2,0x8E1283CD,0,RGB1
14298,5,0x222D15E9,1,RGBA
14298,5,0x6A13F923,2,RGBA
14298,2,0x1A5841C4,0,RGB1
14299,5,0xC41D8B6B,1,RGBA
14299,5,0xCD0BDC79,2,RGBA
14299,2,0x8FD5A774,0,RGB1
14300,5,0x42C2439C,1,RGBA
14300,5,0xDCCC108D,2,RGBA
14300,2,0x9F9A9BF3,0,RGB1
14301,5,0x786864F6,1,RGBA
14301,5,0xBD1F3952,2,RGBA
14301,2,0xE0A4C8ED,0,RGB1
14302,5,0x77ED484B,1,RGBA
14302,5,0x9E910118,2,RGBA
14302,2,0xC438323B,0,RGB1
14303,5,0xBF8D35A4,1,RGBA
14303,5,0xC6A898AC,2,RGBA
14303,2,0x0A2D0335,0,RGB1
14304,5,0x13125D6A,1,RGBA
14304,5,0x618D00E8,2,RGBA
14304,2,0x596FF048,0,RGB1
14305,5,0x10746D11,1,RGBA
14305,5,0xF4A8EF2C,2,RGBA
14305,2,0xEB944A26,0,RGB1
14306,5,0x0239355D,1,RGBA
14306,5,0x93307336,2,RGBA
14306,2,0xF50CE3E9,0,RGB1
14307,5,0xC27CD881,1,RGBA
14307,5,0xFCA1D95B,2,RGBA
14307,2,0x07923948,0,RGB1
14308,5,0x4A13C46D,1,RGBA
14308,5,0xD239B898,2,RGBA
14308,2,0x562A9D05,0,RGB1
14309,6,0x23535E18,0,RGB1
14309,3,0x6BECDE66,0,RGB1
14310,6,0xCB990619,0,RGB1
14310,3,0xD7C2308B,0,RGB1
14311,6,0xB8815E87,0,RGB1
14311,3,0x88B13346,0,RGB1
14312,6,0xEB8F026D,0,RGB1
14312,3,0x69E36D44,0,RGB1
14313,4,0x884400DB,1,RGBA
14313,1,0x958E8CEA,0,RGB1
14314,6,0x1451D595,0,RGB1
14314,3,0xCB714D2C,0,RGB1
14315,6,0xEAD59780,0,RGB1
14315,3,0x9E00308B,0,RGB1
14316,6,0xA32C214F,1,RGBA
14316,3,0x576ACF11,0,RGB1
14317,6,0x3413C493,0,RGB1
14317,3,0x18065A13,0,RGB1
14318,6,0x7647B467,0,RGB1
14318,3,0x8F7AE8B5,0,RGB1
14319,6,0x1B54AD7C,1,RGBA
14319,3,0xD60F86CE,0,RGB1
14320,6,0xF8CDE95B,0,RGB1
14320,3,0xCAB092FD,0,RGB1
14321,6,0x1A4CA18D,1,RGBA
14321,3,0x354DDDF0,0,RGB1
14322,4,0xBD584954,0,RGB1
14322,1,0x173C21DD,0,RGB1
1886,4,0x6DB44B24,0,RGB1
1886,5,0x6DB44B24,1,RGB1
1886,6,0xFC1D6006,0,RGB1
1886,3,0xC338670F,0,RGB1
1887,4,0xBE3AFC51,0,RGB1
1888,4,0x717208CC,0,RGBA
1888,5,0x14DB0FA6,2,RGBA
14323,3,0x04E60BC6,0,RGB1
14323,6,0xF51814DD,0,RGB1
14324,5,0xC05605FE,0,RGB1
14324,2,0x113ECE64,0,RGB1
14325,6,0xD5DD31BD,0,RGB1
14325,3,0x14DCED40,0,RGB1
14326,6,0x05D39D8F,0,RGB1
14326,3,0x93198EF4,0,RGB1
14327,6,0xDC64174C,0,RGB1
14327,3,0x8E28BBE0,0,RGB1
14328,6,0xFC02396D,0,RGBA
14328,3,0x0CADA9A2,0,RGB1
14329,6,0x2CC1F6E9,1,RGBA
14329,3,0x11C4AEE9,0,RGB1
14330,6,0x903D625A,1,RGB1
14330,3,0xE76786FE,0,RGB1
14331,1,0x3D67DFA1,0,RGB1
14331,2,0x62B78B4A,1,RGB1
1890,5,0xD699C07A,0,RGB1
1890,6,0x5F9296CB,0,RGB1
14332,4,0x5FF32D59,1,RGBA
14332,1,0xB2F2FF0B,0,RGB1
1889,4,0x9970012C,2,RGBA
1889,5,0xE45402B3,0,RGB1
1889,6,0x46AB1A77,0,RGB1
1889,1,0x9DD5E3CC,0,RGB1
14333,6,0x85F8627D,0,RGB1
14333,3,0x36D713FD,0,RGB1
14334,5,0xFBBF0D5C,0,RGB1
14334,2,0x7CEC45CB,0,RGB1
14335,6,0xEE3A1AEE,0,RGBA
14335,3,0xAD801F93,0,RGB1
14336,6,0xFFFFCCBB,0,RGB1
14336,3,0x191CE616,0,RGB1
9944,5,0x8C0346E5,2,RGBA
9944,6,0xAA334931,2,RGBA
1891,5,0x34875E50,2,RGBA
1892,4,0xBFB6593D,0,RGB1
1892,5,0x1F24724C,0,RGB1
1892,6,0x83E23794,0,RGB1
5635,5,0x88B0DAE1,2,RGBA
14337,5,0x126E9C5B,1,RGBA
14337,2,0x46F52A71,0,RGB1
14338,4,0x6D76FE49,0,RGB1
14338,1,0xC6B96EE5,0,RGB1
1984,1,0xA13BF453,0,RGB1
1893,4,0x76CC1ED8,0,RGB1
1893,5,0x86D7B6D4,0,RGB1
1894,4,0xA021BC6C,0,RGB1
1894,5,0x37114CE8,0,RGB1
1894,6,0x64CACCB6,0,RGB1
14339,6,0x8D24A84B,1,RGB1
14339,6,0xD503CACE,0,RGB1
14339,3,0x846693EE,0,RGB1
14339,3,0xB8837171,1,RGB1
14340,6,0xDFD6B578,1,RGBA
14340,3,0x7CA7154A,0,RGB1
14341,6,0x37D9273A,0,RGB1
14341,3,0x4B640264,0,RGB1
14342,6,0xCB443641,1,RGB1
14342,3,0xA67323ED,0,RGB1
14343,6,0x957A4D4B,1,RGBA
14343,3,0x9C50F69D,0,RGB1
14344,6,0x42DC3121,1,RGB1
14344,3,0xD123E7AF,0,RGB1
14345,6,0x47B7C3BC,1,RGB1
14345,3,0xCFA4D482,0,RGB1
14346,6,0xFD8F9786,0,RGB1
14346,3,0xB017F2B9,0,RGB1
1895,5,0x08D00458,1,RGBA
14347,4,0x032B16C9,1,RGBA
14347,1,0xA9417A49,0,RGB1
14348,4,0x5DEADB56,1,RGB1
14348,1,0xD3743901,0,RGB1
14349,4,0x9983EF73,1,RGBA
14349,1,0x626CCE81,0,RGB1
14350,4,0x0D400EE7,1,RGBA
14350,1,0xC26D8840,0,RGB1
14351,4,0x65EE1FB8,1,RGBA
14351,1,0xC8A32EDA,0,RGB1
14352,4,0x272CDA0A,1,RGBA
14352,1,0xC30B809B,0,RGB1
14353,6,0x243159CA,1,RGB1
14353,3,0x2B183991,0,RGB1
14354,6,0x0C2CD137,1,RGB1
14354,3,0x8B246B98,0,RGB1
14355,6,0x8C88AEE3,1,RGBA
14355,3,0xC01CB3CE,0,RGB1
7065,6,0x2FF756A9,0,RGB1
7066,6,0x07B96E6A,0,RGB1
14356,6,0x11344BA7,1,RGBA
14356,3,0x4E092439,0,RGB1
9945,5,0x408D3D8F,2,RGBA
9945,6,0xD2E00068,0,RGB1
9946,5,0xB3202C46,2,RGB1
9946,6,0x2F1C9745,0,RGB1
9947,5,0x05F9B686,0,RGB1
9947,6,0x69BB8120,3,RGB1
7989,6,0xBE28E008,0,RGB1
7990,6,0x4C8E2109,0,RGBA
14357,6,0x7B445C51,1,RGB1
14357,3,0x7776FFA3,0,RGB1
7987,6,0x0EAA2357,0,RGB1
7988,6,0xA97D3228,0,RGB1
14358,6,0xCC7B1212,1,RGB1
14358,3,0x8215C5A9,0,RGB1
9949,5,0x43FDDDBD,0,RGBA
9949,6,0x43813E24,0,RGBA
9950,5,0xE21D7897,0,RGB1
9950,6,0xE57DACD6,3,RGBA
9951,5,0xD5AAF1CF,0,RGB1
9951,6,0x2D3682EE,0,RGB1
9952,5,0xA936E37E,0,RGB1
9952,6,0xB97EA243,0,RGB1
9953,5,0x344A152B,2,RGB1
9953,6,0xC92C3915,3,RGBA
14359,4,0x3B5D378C,1,RGBA
14359,1,0x846B2D5F,0,RGB1
9954,5,0x16AF5627,0,RGB1
9954,6,0xA8A582EF,0,RGB1
9955,5,0x4E964D7E,0,RGB1
9955,6,0x9F6C5D5B,0,RGB1
9956,5,0xDA90CB47,2,RGB1
9956,6,0xF8119105,3,RGB1
14360,4,0x16CC5E97,1,RGB1
14360,1,0xF0A5B40D,0,RGB1
14361,4,0xFDAFC622,1,RGBA
14361,1,0xF66DA23D,0,RGB1
14362,4,0xC33A2092,0,RGB1
14362,1,0x6B5D0A0E,0,RGB1
14363,5,0xE52AFF71,0,RGB1
14363,2,0xED0B15CA,0,RGB1
14364,5,0xE0F131F7,1,RGB1
14364,2,0x8C320E36,0,RGB1
9957,5,0xA55EBC28,0,RGB1
9957,6,0x9938D5D0,0,RGB1
14365,5,0x05D0F245,1,RGBA
14365,2,0x6E3C2E30,0,RGB1
9472,4,0x74073073,0,RGB1
9472,5,0xAED949F5,3,RGBA
14366,6,0xC69F88B4,1,RGB1
14366,3,0xEC2CF8A7,0,RGB1
14369,6,0x8DEF534C,2,RGBA
14369,6,0xD3FFCD97,2,RGBA
14367,5,0x00A06E3C,0,RGBA
14367,2,0x9E470305,0,RGB1
14369,3,0x1DFB5018,0,RGB1
14369,3,0xAC622DF5,0,RGB1
1976,4,0xA2FCE143,0,RGB1
1976,5,0xC1E536A3,0,RGB1
1977,4,0xF4126820,1,RGBA
1977,5,0x56EF0A29,1,RGBA
1977,6,0xDA6B334A,1,RGBA
8421,6,0x3522B779,1,RGBA
1971,6,0xF3EF226D,1,RGBA
1972,6,0x8FA72D77,3,RGBA
14370,6,0xE0867F21,1,RGBA
14370,3,0x50007A9E,0,RGB1
14371,6,0x0E167D0E,1,RGBA
14371,3,0x62E3C9AB,0,RGB1
1973,6,0xF2BDCDDF,0,RGB1
1974,6,0x84B1D1F4,0,RGB1
1975,4,0x2CEDE536,1,RGBA
1975,5,0xCD74EF6C,1,RGBA
1975,6,0xE337C804,3,RGBA
14372,4,0x0B1F13A3,1,RGBA
14372,1,0x4F24BAAF,0,RGB1
14373,4,0xFDD6B173,1,RGB1
14373,1,0x4CD8F86D,0,RGB1
14374,4,0x33F9EAFC,1,RGBA
14374,1,0x2E8C32B7,0,RGB1
14375,4,0x9600E1E4,1,RGBA
14375,1,0xEAC0A246,0,RGB1
14376,5,0xECD75E75,1,RGBA
14376,2,0xA6A42690,0,RGB1
14377,5,0xF07EF082,1,RGBA
14377,2,0xEBB90C35,0,RGB1
14378,6,0x6F21AEAD,0,RGB1
14378,3,0xBC526E87,0,RGB1
14379,5,0x39053871,1,RGBA
14379,2,0x09C8641C,0,RGB1
14380,6,0x9865C26E,0,RGB1
14380,3,0x452965D9,0,RGB1
14381,6,0x117FF878,1,RGB1
14381,3,0x962F9BB7,0,RGB1
14382,6,0xA14368E8,1,RGBA
14382,3,0x15C2B9AF,0,RGB1
14383,6,0xE241418E,0,RGB1
14383,3,0xF5F98AF8,0,RGB1
14384,6,0x8D948042,1,RGB1
14384,3,0xA6C63606,0,RGB1
14385,6,0x63BCD50A,1,RGBA
14385,3,0xC8620B13,0,RGB1
14386,5,0x1B9BB6D6,0,RGB1
14386,2,0xB00AB6EC,0,RGB1
14387,5,0x40EF20C1,1,RGBA
14387,2,0xAC8C8778,0,RGB1
14388,5,0xA1A8B1D6,0,RGB1
14388,5,0xE7952593,1,RGB1
14388,2,0x159BCAAE,0,RGB1
14388,2,0x84FE3A29,1,RGB1
14389,5,0xE7F70A45,1,RGBA
14389,2,0x66453D73,0,RGB1
14390,5,0x51CA29A5,1,RGBA
14390,2,0x34FCFD6E,0,RGB1
14391,5,0x0CCB6140,1,RGBA
14391,2,0x2D6552E0,0,RGB1
5265,1,0xE68B1C78,0,RGB1
5265,2,0xA885C27F,1,RGB1
9473,4,0x1E8D0B13,2,RGB1
9473,5,0xC4EC12FB,2,RGB1
9474,4,0x7059AA25,2,RGBA
9474,5,0x5939050C,3,RGBA
9475,4,0x1CAD201D,2,RGBA
9475,5,0xC9CA7258,3,RGBA
14392,4,0xF17AFCEB,1,RGBA
14392,1,0xF361DFE3,0,RGB1
14393,4,0x84F7F660,1,RGB1
14393,1,0x7BC29510,0,RGB1
14394,4,0x08970A26,1,RGBA
14394,1,0xA1A698F6,0,RGB1
14395,4,0x4E1CF943,1,RGBA
14395,1,0xBD01E28A,0,RGB1
14396,5,0xA098281C,0,RGB1
14396,2,0xBE49D9A2,0,RGB1
5266,1,0x5FD4E2F0,0,RGB1
5266,2,0x8F911553,1,RGB1
14397,6,0x874CBBD3,1,RGBA
14397,3,0x72AD151B,0,RGB1
14398,6,0x6DFF555E,0,RGB1
14398,3,0xFA399DDD,0,RGB1
14399,6,0xAB07C84A,1,RGBA
14399,3,0x2ACF7E4B,0,RGB1
14400,6,0x07C1B1CA,0,RGB1
14400,3,0xB7C31381,0,RGB1
14401,6,0x26847A77,0,RGB1
14401,3,0x4174505C,0,RGB1
14402,6,0x90F82BBE,1,RGBA
14402,3,0x7A9C95B4,0,RGB1
14403,6,0x843250FC,1,RGB1
14403,3,0x32499A5E,0,RGB1
14404,6,0x8B86FA46,0,RGB1
14404,3,0xA2D9D065,0,RGB1
14405,6,0xBABF24FC,1,RGBA
14405,3,0x424D6CDE,0,RGB1
14406,6,0xC4B01423,0,RGB1
14406,3,0x38B0FA3B,0,RGB1
14407,6,0x5B20E156,0,RGB1
14407,3,0xF30A8668,0,RGB1
14408,6,0xC4B2C924,1,RGB1
14408,3,0x8E1E23B0,0,RGB1
14409,6,0x26AC1C7E,0,RGB1
14409,3,0x2761460C,0,RGB1
14410,5,0xA1E9F978,1,RGBA
14410,2,0xB3B3CE99,0,RGB1
1981,6,0xF408366D,0,RGB1
14411,6,0x9F32EB62,0,RGBA
14411,3,0x1BBA6151,0,RGB1
9352,6,0x37B4CD1F,0,RGB1
14412,6,0x2782AEAE,0,RGB1
14412,3,0x712B4739,0,RGB1
9352,6,0x198BD91A,0,RGB1
14413,6,0x47760B04,0,RGB1
14413,3,0x63DF0248,0,RGB1
14414,6,0x502D9186,1,RGBA
14414,3,0x437F5CA3,0,RGB1
14415,6,0x98AB3F7F,1,RGB1
14415,3,0x9A338D82,0,RGB1
14416,6,0xF956194F,1,RGBA
14416,3,0x32BA7FD1,0,RGB1
14417,4,0x9F361B69,0,RGB1
14417,1,0x61C261CD,0,RGB1
14418,6,0x0FB6E175,1,RGBA
14418,3,0x2FCEB1F8,0,RGB1
14419,6,0x26767235,1,RGBA
14419,3,0x8DDB4317,0,RGB1
9353,6,0x44588E54,2,RGBA
14420,6,0xAD640DA5,1,RGB1
14420,3,0xC851FF7E,0,RGB1
5782,6,0x4075EC15,0,RGB1
14421,6,0x4FDE9177,0,RGB1
14421,3,0xE97665D5,0,RGB1
5783,6,0x8D46FEBA,0,RGB1
14422,4,0xFB3C4813,0,RGB1
14422,1,0xCAC87FBF,0,RGB1
14423,5,0x9C143BB4,0,RGB1
14423,2,0x824B9C3A,0,RGB1
14424,5,0x16793B9D,0,RGB1
14424,2,0xA37D9FB0,0,RGB1
14425,5,0xE079AE3D,0,RGB1
14425,2,0x15CE4930,0,RGB1
14426,5,0x35671CD9,0,RGB1
14426,2,0x312BD02C,0,RGB1
14427,5,0x6E884BD2,0,RGB1
14427,2,0x507CD8BD,0,RGB1
14428,5,0xF92203A5,1,RGB1
14428,2,0xC54FB605,0,RGB1
14429,6,0xFC38DFED,1,RGBA
14429,3,0x3DD7784C,0,RGB1
14430,5,0x863E9E5C,0,RGB1
14430,2,0xC2997A80,0,RGB1
14431,1,0x11F4140C,0,RGB1
14431,1,0x3EFC4E7B,0,RGB1
14432,4,0x3D0A584E,1,RGBA
14432,1,0x4B7878AF,0,RGB1
14433,4,0x75580E95,1,RGBA
14433,1,0x95F9EC21,0,RGB1
14434,4,0x33E4B10D,1,RGBA
14434,1,0x035F5135,0,RGB1
14435,4,0x12C65F76,1,RGBA
14435,1,0x7A3B9D2F,0,RGB1
14436,4,0x1986AC6F,1,RGBA
14436,1,0x176049BD,0,RGB1
14437,1,0x0809B235,0,RGB1
14437,1,0x850C86D8,0,RGB1
14438,1,0x4BED0FC2,0,RGB1
14438,1,0xAB3828A9,0,RGB1
14439,4,0x8F016CA1,1,RGBA
14439,1,0x73FE32D2,0,RGB1
14440,4,0x9FFDC4A4,1,RGBA
14440,1,0x87B800F1,0,RGB1
14441,5,0x512A00A5,1,RGBA
14441,2,0x8A4C4CEB,0,RGB1
14442,5,0xC7BB237E,1,RGB1
14442,2,0x9AFF3709,0,RGB1
14443,5,0x98C8A4F0,1,RGBA
14443,2,0xD3B2F0FF,0,RGB1
14444,5,0xCA07EE24,1,RGBA
14444,2,0xD3BE2E50,0,RGB1
14445,5,0xAED5FFDB,0,RGB1
14445,2,0x2EC4F372,0,RGB1
14446,4,0xDEDD3A1E,1,RGBA
14446,1,0xB8B1628A,0,RGB1
14447,4,0x915146E7,0,RGBA
14447,1,0x4D6CF7B4,0,RGB1
14448,4,0xDFCC759E,0,RGB1
14448,1,0xFD4D3B4D,0,RGB1
9096,4,0x7EDEE666,0,RGB1
14449,4,0xE1B46DFB,1,RGBA
14449,1,0x40F8EE7B,0,RGB1
14450,4,0x5F4C80B5,1,RGBA
14450,1,0x1B1E8FDF,0,RGB1
14451,4,0x730DC622,1,RGBA
14451,1,0x97CE0CB7,0,RGB1
14452,4,0xDB5AFB27,1,RGBA
14452,1,0xEC96DE0C,0,RGB1
14453,4,0xA319E301,1,RGBA
14453,1,0x85EA93C0,0,RGB1
14454,4,0xE89F3643,1,RGBA
14454,1,0x7594075A,0,RGB1
14455,4,0x5FB7FEE1,1,RGBA
14455,1,0x8DE49596,0,RGB1
1481,4,0xF282BA4C,2,RGBA
14456,4,0x4422541F,1,RGBA
14456,1,0x4CB59BAA,0,RGB1
14457,4,0xAFA55B75,1,RGBA
14457,1,0x57D8DF79,0,RGB1
9045,4,0xB41FECC6,6,RGBA
9041,4,0x971AA343,4,RGBA
9042,4,0x6036F0B9,4,RGBA
9044,4,0x7D3B237A,2,RGBA
14458,4,0xC2426FAC,1,RGBA
14458,1,0x17FE4BC6,0,RGB1
14459,4,0xA1C65F56,1,RGBA
14459,1,0x3DC2AC9A,0,RGB1
14460,4,0xCA28415C,0,RGB1
14460,1,0x522CA51C,0,RGB1
14461,4,0x2E4C5E0D,0,RGB1
14461,1,0x548A85C3,0,RGB1
1984,4,0x162ECB1F,0,RGB1
1984,5,0xF631B434,0,RGB1
1984,6,0x91982424,0,RGB1
14462,4,0xE05DD049,0,RGB1
14462,1,0x9D3D46D8,0,RGB1
14462,1,0xEE0ED922,1,RGB1
14463,4,0x0BD5B74E,0,RGBA
14463,1,0x9876DBEE,0,RGB1
14463,1,0xCA26D573,1,RGB1
14464,4,0x37E4CD3B,1,RGBA
14464,1,0xF18D7FD9,0,RGB1
14465,4,0x1F987EB7,1,RGBA
14465,1,0xEE177C31,0,RGB1
14466,4,0xB16EC398,0,RGB1
14466,1,0x1B8DE278,0,RGB1
14467,4,0x2E136DC3,0,RGBA
14467,1,0x9870F442,0,RGB1
14468,4,0xE8BACB0B,0,RGB1
14468,1,0x587285B5,0,RGB1
14469,4,0xFC1380C6,1,RGBA
14469,1,0x7A2DBF85,0,RGB1
14470,4,0xCDFF531C,1,RGBA
14470,1,0x5A3BBF29,0,RGB1
14471,4,0x5DBE9635,1,RGBA
14471,1,0xBC4A3901,0,RGB1
14472,4,0xEA22F15C,0,RGB1
14472,1,0xC4009BE4,0,RGB1
14473,4,0x17B56B3A,0,RGB1
14473,1,0xCCD51362,0,RGB1
14474,4,0x5E81AE19,0,RGB1
14474,1,0xBA94B91C,0,RGB1
14475,4,0x70B106A5,0,RGB1
14475,1,0x1F2A80BA,0,RGB1
14476,4,0x997C50EB,0,RGB1
14476,1,0xC2CAF5B8,0,RGB1
14477,4,0x0F408568,1,RGBA
14477,1,0x0276F27F,0,RGB1
9063,4,0x1C6F4E20,2,RGBA
14478,4,0xFAEBACB8,1,RGBA
14478,1,0x212EBF39,0,RGB1
14479,4,0x4E0378E3,1,RGB1
14479,1,0x37354F44,0,RGB1
14480,5,0x92AEFB86,1,RGBA
14480,2,0x0055F387,0,RGB1
14481,5,0x8926D393,1,RGBA
14481,2,0x7527A7EB,0,RGB1
14482,5,0xA74B835C,0,RGB1
14482,6,0xAD9AC2D9,1,RGB1
9425,5,0x5CBF2B01,0,RGB1
9425,6,0xE9E5EA01,0,RGB1
14483,5,0x7D9A0A25,0,RGB1
14483,6,0x5B63BAF0,0,RGB1
14483,2,0x844A696C,0,RGB1
9476,5,0x0E4A0A31,0,RGB1
9477,5,0x027A02ED,2,RGB1
9364,5,0xB23A8E50,2,RGBA
9434,5,0x2C517495,0,RGB1
14484,5,0x45471DEA,0,RGB1
14484,2,0x6A54CA87,0,RGB1
14485,4,0x84A052EF,0,RGB1
14485,1,0x973ABB63,0,RGB1
14486,4,0x8A30F3D8,1,RGBA
14486,1,0xEAF9B6EF,0,RGB1
14487,5,0xDD3B87F0,0,RGBA
14487,2,0x8AD3E154,0,RGB1
